Invoice Id,Invoice Date,Invoice Due Date,Product Id,Product Description,Scraped Price,Invoice Unit Price,Reduction, Calculated
INV8787032,05/01/2019,18/06/2020,PRD22418295,Austin Homebrew Clone Recipe Negra Modelo Dark Beer (3A) - ALL GRAIN,45.34,,7%,10%
INV9817087,23/02/2019,27/08/2019,PRD28215315,German Village Collectible Beer Stein,45.44,,1%,6%
INV9451228,13/12/2019,19/03/2020,PRD22941002,Scottish Ale 5 Gallon Homebrew Beer Ingredient Kit,41.99,,2%,4%
INV7507820,13/02/2019,07/04/2020,PRD89172204,Vanilla Cream Ale 5 Gallon Homebrew Beer Ingredient Kit,43.99,,1%,6%
INV1402513,01/02/2019,27/05/2020,PRD93331047,Blueberry Cream Ale 5 Gallon Homebrew Beer Extract Ingredient Kit,43.99,,8%,2%
INV6305325,03/09/2019,06/12/2019,PRD8688575,Austin Homebrew Belgian White Beer (16A) - ALL GRAIN,43.07,,6%,2%
INV7232165,18/02/2020,29/10/2019,PRD8723190,Brewers Best Home Brew Beer Ingredient Kit - 5 Gallon (Blueberry Honey Ale),88.70,,6%,5%
INV2983757,08/03/2020,07/04/2020,PRD8274346,American Blonde Ale 5 Gallon Advanced All Grain Homebrew Beer Ingredient Kit,39.99,,6%,5%
INV5163031,17/03/2020,21/03/2020,PRD76483061,Beer Brewing Time .85 Liter Stein,49.34,,3%,8%
INV1651253,17/01/2019,01/01/2020,PRD71561910,Irish Red Ale 5 Gallon Homebrew Beer Extract Ingredient Kit,44.99,,9%,4%
INV9510520,23/03/2019,30/04/2020,PRD24123833,Austin Homebrew Clone Recipe Anchor Steam Beer (7B) - MINI MASH,42.51,,7%,6%
INV1078766,01/10/2019,27/08/2019,PRD13355021,Bohemian Pilsner 5 Gallon Homebrew Beer Ingredient KIt,44.99,,5%,7%
INV3001252,12/08/2019,25/09/2019,PRD57420316,English Brown Ale 5 Gallon Homebrew Beer Extract Ingredient Kit,44.99,,9%,3%
INV8087343,15/11/2019,14/10/2019,PRD47163660,California Dreamin' Honey Blonde Ale,,,10%,2%
INV6954889,14/03/2019,19/05/2020,PRD77584152,"9pc White and Red Budweiser Beer Bucket with Goodies 20""",68.99,,10%,8%
INV1635193,24/10/2019,25/11/2019,PRD11305373,Super Deluxe Beer Line Cleaning Upgrade Kit,40.79,,5%,2%
INV2041758,16/06/2019,22/05/2019,PRD72491642,Daredevil American IPA,,,9%,1%
INV1435012,05/03/2020,27/09/2019,PRD82887720,Cleveland Brown 5 Gallon Homebrew Beer Extract Ingredient Kit,40.99,,2%,6%
INV7142909,30/06/2019,31/05/2020,PRD31827109,BLACK DIAMOND CASCADIAN IPA ALE Homebrew Beer Recipe Extract Ingredient Kit,45.24,,10%,2%
INV8214498,23/02/2019,29/04/2020,PRD48045206,Austin Homebrew Clone Recipe Celis White Beer (16A) - ALL GRAIN,43.79,,6%,10%
INV3442266,15/12/2019,06/02/2020,PRD62493684,Austin Homebrew Belgian White Beer (16A) - MINI MASH,43.96,,7%,7%
INV5301293,11/01/2020,01/04/2020,PRD50283501,Mexican Cerveza 5 Gallon Homebrew Beer Extract Ingredient Kit,43.99,,2%,2%
INV4154740,04/04/2019,13/07/2019,PRD32961962,BEER ME BETSY,42.00,,8%,1%
INV5036454,24/02/2020,04/03/2020,PRD16505532,Kit (All Grain) - Cream Ale by Erik Beer (Unmilled Base Malts),81.87,,8%,1%
INV7119704,16/07/2019,20/05/2019,PRD65818055,Nuclear Santa Hoppy Red Holiday Ale,,,3%,3%
INV2134729,01/01/2019,07/09/2019,PRD6877128,Chrome Ferrule For Real Ale Beer Engine,67.99,,10%,8%
INV4153013,30/11/2019,17/01/2020,PRD10872065,Brewers Best One Gallon Home Brew Beer Ingredient Kit (Pale Ale),49.31,,2%,8%
INV7247739,05/01/2020,22/09/2019,PRD6880714,NIGHT CAP ALE Home Brew Beer Recipe Ingredient Kit,95.96,,2%,7%
INV1433864,06/12/2019,05/05/2020,PRD9766236,The White House Honey Porter Beer Kit Homebrewing Recipe of the Founding Fathers,45.99,,8%,10%
INV2187692,07/01/2019,18/03/2020,PRD45658109,RYE IPA Home Brew Beer Recipe Ingredient Kit,86.93,,4%,9%
INV6134724,15/04/2019,31/10/2019,PRD84420192,Austin Homebrew Clone Recipe Sleeman Steam Beer (7B) - ALL GRAIN,47.99,,3%,5%
INV1483321,28/02/2019,14/03/2020,PRD87777118,Austin Homebrew Clone Recipe Celis White Beer (16A) - EXTRACT,48.25,,2%,10%
INV8438905,27/10/2019,10/06/2019,PRD58786768,Personalized Established Wood Beer Caddy,45.99,,9%,6%
INV6392516,05/08/2019,07/01/2020,PRD24591948,NUT BROWN ALE Home Brew Beer Recipe Ingredient Kit,64.45,,3%,5%
INV6916054,27/04/2019,04/11/2019,PRD38072863,Belgian Dark Strong Brewers Best Premium Beer Making Kit,70.19,,5%,5%
INV6102070,05/03/2019,09/05/2019,PRD11181733,Brewer's Best - Home Brew Beer Ingredient Kit (5 gallon),,,7%,1%
INV8824168,21/11/2019,10/04/2019,PRD68234096,Bass Pale Ale Pub Beer Tap Handle,,,7%,6%
INV5914917,21/08/2019,25/10/2019,PRD95269709,Beer Brewing Time .85 Liter Stein,49.34,,4%,4%
INV6159720,28/06/2019,03/03/2020,PRD7993499,Coffee Porter 5 Gallon Homebrew Beer Extract Ingredient Kit,43.99,,8%,2%
INV7210882,25/12/2019,24/06/2019,PRD40789514,Mosaic LupuLN2 Cryo Hops - 1 Oz. Beer Brewing Hops Pellets - 6 Pack,49.51,,8%,4%
INV6411717,16/05/2019,06/06/2019,PRD5955653,White Chocolate Stout 5 Gallon Homebrew Beer Ingredient Kit,49.98,,10%,8%
INV6373784,18/08/2019,12/05/2020,PRD31878892,Irish Stout 5 Gallon Homebrew Beer Extract Ingredient Kit,44.99,,6%,10%
INV9150030,18/03/2020,07/04/2020,PRD36862925,Belgian Style Beer Bottles - 750ml (Case of 12),91.23,,9%,9%
INV6229782,01/01/2020,26/09/2019,PRD86388771,Austin Homebrew Clone Recipe Grain Belt Premium Beer (1B) - ALL GRAIN,49.95,,7%,8%
INV5488669,03/08/2019,06/12/2019,PRD30088419,Brewer's Best American Amber Homebrew Beer Ingredient Kit,,,6%,4%
INV3327238,29/01/2020,04/10/2019,PRD69371078,Red Ale 5 Gallon Homebrew Beer Ingredient Kit,47.99,,4%,10%
INV3044011,02/02/2019,14/11/2019,PRD61533185,Bavarian Mountain Village Beer Stein,51.94,,4%,5%
INV7300257,19/11/2019,30/07/2019,PRD77328865,Mexica Cerveza Brewers Best Classic Beer Making Kit,56.15,,2%,5%
INV4061418,09/03/2019,25/05/2020,PRD2425002,Austin Homebrew Clone Recipe Sleeman Steam Beer (7B) - MINI MASH,52.09,,2%,6%
INV1361447,15/11/2019,30/01/2020,PRD91862200,"9pc Silver Pabst Blue Ribbon Beer Bucket with Goodies 20""",68.99,,5%,8%
INV9246735,22/04/2019,02/06/2019,PRD40321646,Oatmeal Porter Clone 5 Gallon Homebrew Beer Ingredient Kit (Highland Brewing Company),46.99,,10%,6%
INV1595003,03/04/2019,21/11/2019,PRD99287322,Imperial Pale Ale Brewers Best Premium Beer Making Kit,54.90,,1%,3%
INV4626661,02/01/2019,24/11/2019,PRD47386454,Citra LupuLN2 Cryo Hops - 1 Oz. Beer Brewing Hop Pellets - 6 Pack,47.97,,9%,3%
INV8718191,11/08/2019,18/02/2020,PRD19536132,Simcoe LupuLN2 Cry Hops - 1 Oz. Beer Brewing Hop Pellets - 9 Pack,72.43,,10%,8%
INV8344272,30/11/2019,11/06/2019,PRD80290991,American Cream Ale Brewers Best Classic Beer Making Kit,61.22,,1%,4%
INV7068213,27/07/2019,02/10/2019,PRD46841253,(6 Pack) Fentimans North America Ginger Beer,,,7%,5%
INV9049827,09/01/2020,06/08/2019,PRD4738409,Brewers Best - Home Brew Beer Ingredient Kit (5 Gallon),,,5%,10%
INV9501262,02/11/2019,19/04/2020,PRD30704662,Blueberry Honey 5 Gallon Homebrew Beer Extract Ingredient Kit,51.99,,4%,5%
INV9444294,08/07/2019,03/04/2019,PRD43426241,Imperial Blonde Ale Brewers Best Premium Beer Making Kit,74.76,,10%,6%
INV1246660,16/02/2020,21/08/2019,PRD9263586,German Oktoberfest Brewers Best Classic Beer Making Kit,95.00,,1%,1%
INV6555630,01/11/2019,09/04/2020,PRD76216611,Craft Beer Kit Fat Friar Amber Ale,54.99,,3%,1%
INV3507059,21/09/2019,28/06/2020,PRD8002383,Austin Homebrew Clone Recipe Harpoon Summer Beer (6C) - MINI MASH,49.76,,4%,1%
INV6623965,08/03/2019,23/11/2019,PRD35907011,Brewer's Best Home Brew Beer Ingredient Kit,,,5%,9%
INV1849816,04/12/2019,16/01/2020,PRD35276109,Kurt Adler 11-Inch Fabrich Beer Santa,67.66,,2%,2%
INV7623093,04/06/2019,28/04/2020,PRD50836998,Scottish Ale Brewers Best Classic Beer Making Kit,50.30,,8%,3%
INV2145820,05/12/2019,05/04/2019,PRD60947725,India Pale Ale 5 Gallon Homebrew Beer Ingredient Kit,50.99,,10%,5%
INV4039632,09/01/2019,31/03/2020,PRD32196597,English Brown Ale Brewers Best Classic Beer Making Kit,79.00,,1%,1%
INV9860875,06/05/2019,16/06/2019,PRD9981685,Draft Beer Tower Rebuild Kit - Stainless Steel SS304,64.95,,5%,4%
INV3450576,02/07/2019,12/11/2019,PRD25630909,Mosaic LupuLN2 Cryo Hops - 1 Oz. Beer Brewing Hops Pellets - 12 Pack,90.84,,1%,2%
INV1722402,16/12/2019,08/12/2019,PRD21257917,NB Beer Bottles 12 oz. w/ Bottle Divider,24.11,,3%,9%
INV3757928,17/05/2019,03/06/2020,PRD46458893,Pixie Dust Galaxy IPA,,,2%,9%
INV1216408,05/12/2019,04/04/2019,PRD61170842,German Cities Oktoberfest Beer Stein with Engraved Metal Lid,84.36,,1%,2%
INV2046658,01/05/2019,17/02/2020,PRD24004006,Tiger Run Around the Tree Hop Saison,,,9%,3%
INV5624337,11/09/2019,27/08/2019,PRD19235751,Beer Clean Glass Cleaner,,,1%,8%
INV1446422,23/05/2019,10/04/2019,PRD2286759,Citra LupuLN2 Cryo Hops - 1 Oz. Beer Brewing Hop Pellets - 12 Pack,87.75,,3%,2%
INV9334884,26/07/2019,19/06/2019,PRD44478608,Craft A Brew Home Brewing Single Hop IPA Reusable Make Your Own Beer Kit  Starter Set 1 Gallon,,,1%,7%
INV8863823,02/05/2019,01/11/2019,PRD46455800,MOO-MOO CHOCOLATE STOUT ALE Rich Dark Beer Brewing recipe Homebrew Extract kit,54.99,,7%,8%
INV3090444,01/03/2020,11/09/2019,PRD51962486,TOF Beer Keg Tap Coupler - K System beer keg couplers,89.99,,7%,9%
INV3398568,09/03/2020,16/07/2019,PRD38561116,Pacific Coast IPA Brewers Best Beer Making Kit,66.68,,10%,9%
INV5216987,05/03/2020,25/08/2019,PRD71519883,Brewer's Best Smoked Porter Home Brew Beer Ingredient Kit (2 Units),93.50,,1%,10%
INV7186371,15/01/2020,05/06/2019,PRD87753938,Brewer's Best Home Brew Beer Ingredient Kit (Belgian Saison) (5 Gallon) 2 pack,107.22,,3%,10%
INV7855155,29/07/2019,06/03/2020,PRD88368787,Brewers Best - Home Brew Beer Ingredient Kit (5 Gallon),,,2%,6%
INV5362625,01/03/2019,21/11/2019,PRD4733063,Twang Flavored Beer Salt,,,2%,1%
INV3721710,25/01/2020,24/02/2020,PRD5982353,India Pale Ale Brewers Best Classic Beer Making Kit,71.36,,2%,10%
INV6077739,21/01/2019,31/07/2019,PRD64937874,"9pc Silver and Blue Fosters Beer Bucket with Goodies 20""",68.99,,2%,6%
INV7390413,09/08/2019,15/04/2020,PRD67098716,Rustic Neuschwanstein Castle with German Cities LE German Beer Stein 1 L,169.98,,10%,10%
INV3868032,11/03/2019,07/06/2020,PRD58108630,Russian Imperial Stout Brewers Best Beer Making Kit,69.40,,3%,10%
INV1413519,24/01/2020,22/02/2020,PRD77766340,Micro Matic MM-B68 68 oz. Alkaline Beer Line Cleaner - 6/Case,174.24,,10%,3%
INV1377124,23/08/2019,03/12/2019,PRD64154731,Brewers Best Home Brew Beer Ingredient Recipe Kit (5 Gallon) - Pacific Coast IPA,71.34,,8%,7%
INV2408407,30/01/2019,04/04/2020,PRD33561456,Brewer's Best - Home Brew Beer Ingredient Kit (5 Gallon),,,1%,2%
INV7379372,21/06/2019,23/09/2019,PRD45588852,Belgian IPA Brewers Best Premium Beer Making Kit,81.00,,7%,8%
INV4602831,14/03/2019,08/07/2019,PRD71835775,Belgian Golden Ale Brewers Best Premium Beer Making Kit,78.38,,5%,7%
INV8389628,06/04/2019,28/06/2020,PRD85764565,Tebru Home Beer Barrel,,,8%,10%
INV9724139,30/08/2019,22/07/2019,PRD39675309,Home Brewing Kit for Beer  Craft A Brew Oktoberfest Ale Beer Kit  Reusable Make Your Own Beer Kit  Starter Set 1 Gallon,81.00,,9%,5%
INV7063935,21/11/2019,07/10/2019,PRD69952315,OKTOBERFEST / MARZEN Home Brew Beer Recipe Ingredient Kit (ALE VERSION)),78.79,,8%,5%
INV3588679,15/02/2019,29/09/2019,PRD35182569,Imperial Blonde Ale Brewers Best Premium Beer Making Kit,74.76,,5%,4%
INV3268024,18/09/2019,17/11/2019,PRD39773952,Craft A Brew,,,4%,8%
INV5769278,27/07/2019,25/01/2020,PRD31186950,Toasted Caramel Apple Pie Ale,,,10%,7%
INV8437894,31/08/2019,08/07/2019,PRD27426530,Black Hills Porter Home Brew Beer Recipe Ingredient Kit (Deschutes Black Butte),86.99,,1%,5%
INV9431342,23/01/2020,07/08/2019,PRD29763127,Brewers Best Brut IPA Limited Five Gallon Beer Making Ingredient Kit,74.28,,6%,6%
INV9105841,16/09/2019,27/04/2020,PRD67743602,Mosaic LupuLN2 Cryo Hops - 1 Oz. Beer Brewing Hops Pellets - 12 Pack,90.84,,5%,6%
INV1276811,25/01/2020,23/11/2019,PRD69397174,Super Soaker Summer Watermelon Ale,,,9%,10%
INV3766182,19/03/2020,07/03/2020,PRD38547704,Brewer's Best Home Brew Beer Ingredient Kit,,,6%,1%
INV2257774,11/01/2020,22/12/2019,PRD97636648,Royalty Ginger Beer 11oz (Case of 24 Cans),83.16,,1%,2%
INV4075423,18/01/2020,20/03/2020,PRD1797355,Cascade LupuLN2 Cryo Hops - 1 Oz. Beer Brewing Pellets - 16 Pack,86.39,,4%,9%
INV7980492,12/03/2019,28/09/2019,PRD14645112,Oktoberfest Ferris Wheel German Towns Beer Stein with Metal Lid,90.94,,3%,6%
INV9289792,18/04/2019,18/12/2019,PRD95129200,English Brown Ale Brewers Best Classic Beer Making Kit,79.00,,2%,1%
INV3794597,15/03/2020,05/05/2020,PRD51702841,Brewers Best - Home Brew Beer Ingredient Kit (5 gallon),,,2%,7%
INV3365413,08/04/2019,27/05/2019,PRD2321396,Milk'n It Oatmeal & Cream Stout,,,8%,2%
INV7505409,10/03/2020,05/03/2020,PRD80328724,CASCADIAN (Black IPA) India Pale ALE Home Brew Beer Recipe Ingredient Kit,86.63,,7%,7%
INV9265489,15/02/2019,05/05/2019,PRD8204486,Between Hither & Yon Maple Pecan Artisanal Brown Nectar,,,4%,8%
INV9665482,21/02/2019,02/07/2019,PRD21429278,Brewers Best Home Brew Beer Ingredient Kit - 5 Gallon (Blueberry Honey Ale),88.70,,1%,1%
INV6329202,23/01/2019,25/10/2019,PRD73401504,Fright Night Pumpkin Oktoberfest,,,6%,7%
INV2747067,10/07/2019,02/07/2019,PRD90638709,German Cities Oktoberfest Beer Stein with Engraved Metal Lid,84.36,,3%,5%
INV8509471,12/06/2019,18/04/2020,PRD64206702,Kurt Adler 11-Inch Fabrich Beer Santa,67.66,,7%,2%
INV8010552,16/01/2019,29/07/2019,PRD23515351,Tiger Run Around the Tree Hop Saison,,,3%,1%
INV9055661,29/05/2019,29/03/2020,PRD55009919,Monkey Finger Vanilla Porter,,,6%,8%
INV6359342,20/04/2019,16/02/2020,PRD89234047,Milk Stout Brewers Best Classic Beer Making Kit,78.00,,5%,10%
INV5761130,10/03/2020,06/04/2019,PRD84618519,Brewer's Best Home Brew Beer Ingredient Kit (Belgian Saison) (5 Gallon) 2 pack,107.22,,6%,5%
INV3819964,08/01/2020,30/06/2019,PRD49901046,Citra LupuLN2 Cryo Hops - 1 Oz. Beer Brewing Hop Pellets - 12 Pack,87.75,,10%,2%
INV7795563,05/02/2019,08/03/2020,PRD10304824,Amped & Juiced IPA,,,9%,10%
INV8673601,20/02/2019,19/11/2019,PRD91193700,Craft A Brew Home Brewing Single Hop IPA Reusable Make Your Own Beer Kit  Starter Set 1 Gallon,,,8%,1%
INV5269178,12/05/2019,05/05/2019,PRD14724646,Brewer's Best Natural Beer and Wine Fruit Flavoring (Blueberry),8.55,,8%,3%
INV2726800,05/04/2019,26/01/2020,PRD94230457,CZECH PILSNER LAGER Home Brew Beer Recipe Ingredient Kit,79.79,,3%,3%
INV1144372,31/12/2019,30/04/2020,PRD95335496,Brewers Best - Home Brew Beer Ingredient Kit (5 gallon),,,1%,7%
INV2389163,28/05/2019,05/06/2019,PRD51418671,TOF Beer Keg Tap Coupler - K System beer keg couplers,89.99,,3%,9%
INV2141585,23/11/2019,10/05/2019,PRD55721866,Stone Cold India Pale ALE Home Brew Beer Recipe Ingredient Kit IPA,82.28,,7%,6%
INV5524558,13/05/2019,28/07/2019,PRD74811986,Brewer's Best Smoked Porter Home Brew Beer Ingredient Kit (2 Units),93.50,,9%,8%
INV7661772,28/03/2020,13/06/2020,PRD11978106,Tebru Homebrew Stone,,,2%,9%
INV1481529,11/07/2019,08/05/2020,PRD78492419,Velvet Revolution Bohemian Pilsner,,,1%,6%
INV3709705,05/01/2019,03/03/2020,PRD10209086,I Eat Danger In Kentucky for Breakfast Stout,,,8%,8%
INV5874220,17/07/2019,11/08/2019,PRD80233324,Brewer's Best Home Brew Beer Ingredient Kit (Belgian Saison) (5 Gallon) 2 pack,107.22,,6%,1%
INV2588464,25/03/2020,31/05/2019,PRD33018981,Brewer's Best Smoked Porter Home Brew Beer Ingredient Kit (2 Units),93.50,,8%,1%
INV2810026,06/09/2019,11/06/2020,PRD75866288,Stainless Steel Homebrew Beer Bottle Fill Tap De-foaming Filling Accessories,123.32,,5%,1%
INV8853939,26/12/2019,25/06/2020,PRD94210515,Seagram's Spiked JamaicanMeHappy,,,5%,6%
INV4496603,21/03/2019,11/07/2019,PRD97195380,Simcoe LupuLN2 Cry Hops - 1 Oz. Beer Brewing Hop Pellets - 16 Pack,123.83,,4%,5%
INV7212492,18/11/2019,04/06/2019,PRD87276447,Brewer's Best Smoked Porter Home Brew Beer Ingredient Kit (3 Units),139.05,,3%,3%
INV6997797,15/03/2020,12/05/2020,PRD57734301,Brewer's Best Smoked Porter Home Brew Beer Ingredient Kit (4 Units),184.61,,7%,9%
INV2901046,12/02/2020,07/05/2019,PRD85765270,Micro Matic 2837 2-Way Beer Manifold with 1 Barbed Inlet,134.37,,9%,1%
INV6604014,17/12/2019,11/06/2020,PRD8616647,Gefest GFG152-2 Beer Tower Gefest 2 Glycol,194.50,,6%,6%
INV4836625,14/12/2019,06/03/2020,PRD56231954,Rustic Neuschwanstein Castle with German Cities LE German Beer Stein 1 L,169.98,,5%,2%
INV9388033,09/03/2019,21/10/2019,PRD48687902,Micro Matic MM-B68 68 oz. Alkaline Beer Line Cleaner - 6/Case,174.24,,9%,4%
INV7012239,15/02/2020,13/07/2019,PRD5935587,Stainless Steel Homebrew Beer Bottle Fill Tap De-foaming Filling Accessories,118.83,,1%,6%
INV6256408,30/11/2019,24/06/2020,PRD20912324,Leader ESBC60,,,2%,1%
INV8742291,05/08/2019,16/05/2020,PRD72922050,Brewer's Best - Home Brew Beer Ingredient Kit (5 Gallon),,,3%,9%
INV3433470,31/12/2019,07/11/2019,PRD24217192,INTBUYING Half Keg 15.5 Gallon 1/2 Stainless Steel Beer Barrel Craft Beer Bar Barrel Homebrew Beer Storage 60L,219.00,,8%,3%
INV9591087,16/09/2019,16/04/2020,PRD14960927,500 Years of Germany Beer Purity Law Gift Boxed LE Grey German Beer Stein 1 L,179.98,,2%,8%
INV8726698,19/02/2020,13/04/2020,PRD49356751,Brewer's Best Smoked Porter Home Brew Beer Ingredient Kit (5 Units),230.17,,1%,8%
INV1390348,01/08/2019,08/06/2020,PRD11979020,2 Pack - Barrel Aged in a Bottle Oak Infusion Spiral. Barrel Age Your Whiskey,22.51,,10%,6%
INV9327126,19/01/2019,23/06/2019,PRD96359061,Lalbrew Verdant IPA Brewing Yeast-11 Grams,8.95,,8%,8%
INV3095616,09/01/2020,09/04/2019,PRD10829441,Riedel Veritas Beer Glass,57.06,,3%,8%
INV2930349,24/01/2019,04/05/2019,PRD92588050,North Mountain Supply Cobalt Blue Coated Glass Grolsch-Style Beer Brewing Fermenting Bottles - with Ceramic Swing Top Caps - Case of 12 basic,59.99,,3%,8%
INV2891698,24/06/2019,19/03/2020,PRD91525043,IRISH STOUT ALE Home Brew Beer Recipe Ingredient Kit,61.17,,3%,7%
INV7833347,29/03/2019,07/04/2019,PRD37564065,Home Brew Ohio - HOZQ8-1071 Best One gal Beer Ingredient Kit (Belgian Saison),52.93,,1%,7%
INV6899965,01/01/2019,20/02/2020,PRD36772707,22 oz. Beer Bottles- AMBER- Case of 12,42.59,,10%,2%
INV8242188,13/01/2020,27/01/2020,PRD89807345,Athletic Brewing Company - Craft Non-Alcoholic Beer - Run Wild IPA and Cerveza Atletica Light Copper Lager Mixed 12-Pack,,,9%,4%
INV9326001,12/04/2019,26/08/2019,PRD38925896,Kolsch Homebrew Beer Ingredient Kit,39.80,,2%,8%
INV6030512,05/04/2019,07/10/2019,PRD97257319,Brewer's Best One Gallon Home Brew Beer Ingredient Kit (Imperial IPA),37.85,,4%,2%
INV4525567,07/07/2019,26/02/2020,PRD92085759,Home Brew Ohio Brewer's Best One gallon Beer Ingredient Kit-Chocolate Stout,43.53,,10%,5%
INV4094830,23/07/2019,07/02/2020,PRD33273202,Kritne 6L Household Mini Stainless Steel Beer Barrel Cola Beverage Keg Beer Brewing Accessory,,,9%,8%
INV2062712,16/02/2019,24/06/2020,PRD69561220,Athletic Brewing Company - Craft Non-Alcoholic Beer - Upside Dawn Golden Ale and Cerveza Atletica Light Copper Lager Mixed 12-Pack,,,5%,1%
INV3095527,11/05/2019,21/05/2019,PRD65967966,Caribbean Ginger Beer Non-Carbonated Non-Alcoholic All Natural (6-Pack),28.94,,8%,5%
INV4583493,01/12/2019,16/12/2019,PRD70381795,Fever-Tree Premium Ginger Beer - 500mL Bottles,,,7%,8%
INV7558552,24/03/2020,09/04/2020,PRD13529949,Mr. Beer American Ale Homebrewing Craft Beer Refill Kit,51.94,,4%,3%
INV5208708,22/01/2019,18/02/2020,PRD10062374,Austin Homebrew Chocolate Stout (13E) - MINI MASH,44.76,,6%,8%
INV3335217,04/08/2019,10/08/2019,PRD58601581,Brewer's Best Home Brew Beer Ingredient Kit - 5 Gallon (Blueberry Honey Ale),51.16,,2%,3%
INV9867989,22/07/2019,18/04/2019,PRD38507711,Molson Ice 24 Pack-12 fl. oz. Cans,,,1%,4%
INV5329689,02/02/2020,24/05/2020,PRD10333507,Sierra Nevada Hop Hunter IPA,,,6%,6%
INV3193009,08/10/2019,08/11/2019,PRD65958132,Guinness Extra Stout,,,2%,4%
INV2240665,28/02/2019,15/05/2020,PRD10069974,Genesee Cream Ale,,,6%,7%
INV3487109,23/08/2019,16/08/2019,PRD27410796,Gnome Soda Extracts,,,5%,3%
INV3940700,24/02/2019,01/06/2020,PRD15981062,Monster Brew Home Brewing Supp Amber Beer Bottles (12 Pack),,,4%,1%
INV4998286,28/11/2019,06/04/2020,PRD43445451,Funnel-55 Gallon Spun Steel,39.80,,7%,4%
INV3541648,05/07/2019,09/04/2020,PRD32828509,Brewer's Best Natural Beer and Wine Fruit Flavoring (Pomegranate),7.86,,7%,2%
INV1476260,10/10/2019,20/10/2019,PRD94119704,Quokka Tritan Bottle Quick Sip Azurite 830 ml Pack of 3,36.99,,5%,7%
INV8891266,18/12/2019,05/05/2019,PRD35808512,Smirnoff Seltzer Cranberry Lime,,,2%,5%
INV1494801,14/09/2019,18/12/2019,PRD3560845,Brewer's Best One Gallon Home Brew Beer Ingredient Kit (Porter),22.56,,2%,10%
INV2494699,12/04/2019,01/06/2019,PRD23185187,Briess Grain U.S. Brewers Malt for Beer Making & Home Brewing 1 LB (Rye),9.31,,4%,5%
INV5052126,20/02/2020,28/08/2019,PRD72271493,Trumer Beer Trumer Pils 6/12 C,,,1%,8%
INV2935701,03/12/2019,22/04/2019,PRD36546020,CASE OF 12 - 16 oz. EZ Cap Beer Bottles - AMBER,,,6%,8%
INV1238141,08/03/2020,10/11/2019,PRD91710294,Brewers Best Whiskey Barrel Stout Beer Ingredient Kit,47.95,,4%,6%
INV2382702,23/01/2019,28/09/2019,PRD32098013,Brewer's Best Home Brew Beer Ingredient Kit -5 Gallon(Toasted Coconut Cream Ale),42.49,,9%,5%
INV4946075,30/10/2019,31/08/2019,PRD41881965,Brewer's Best One Gallon Home Brew Beer Ingredient Kit (Raspberry Golden Ale),32.82,,5%,8%
INV9866499,05/02/2019,25/11/2019,PRD39090038,Brewer's Best One Gallon Home Brew Beer Ingredient Kit (IPA (India Pale Ale)),26.11,,8%,10%
INV8942822,08/06/2019,13/04/2020,PRD35693267,Pacific Coast IPA Beer Ingredient Kit,46.80,,5%,3%
INV9197809,31/03/2019,14/05/2020,PRD92890020,Weldless Bulkhead - Stainless Steel,7.95,,5%,3%
INV1825997,05/02/2019,13/05/2020,PRD86905601,Monster Brew Home Brewing Supp Amber Beer Bottles (24 Pack),,,2%,9%
INV9475603,06/04/2019,12/05/2020,PRD63990411,Kona Brewing Co. Spiked Island Seltzer Variety Pack,,,6%,5%
INV6025726,24/07/2019,22/04/2020,PRD94692886,1 X Beer Line Cleaning Solution 4oz Bottle,7.30,,10%,5%
INV6671866,27/08/2019,06/05/2019,PRD88919111,1 LB BRIESS GOLDEN LIGHT DRY MALT EXTRACT DME Homebrew Home Brewing,12.99,,4%,10%
INV3105835,02/09/2019,13/05/2019,PRD95583300,Genesee Cream Ale,,,10%,5%
INV1738046,30/12/2019,30/06/2019,PRD58218974,Modern Times Blazing World 4/16 C,,,5%,3%
INV7129348,13/12/2019,14/11/2019,PRD11705632,Bud Light Apple Beer,,,1%,8%
INV8257742,27/04/2019,03/02/2020,PRD68589754,Stella Artois Lager,,,10%,1%
INV7691530,14/03/2019,05/02/2020,PRD89041347,Milwaukee's Best Premium Lager Beer,,,5%,5%
INV4532369,29/08/2019,16/04/2020,PRD57101226,Hamm's Beer,,,9%,10%
INV6250377,30/05/2019,07/05/2020,PRD58059250,Tecate Beer,,,6%,7%
INV7476540,30/03/2020,21/05/2020,PRD23763904,Coney Island Brewing Co Hard Root Beer,,,4%,3%
INV4128074,06/11/2019,05/10/2019,PRD1324341,Pizza Port Kook Double India Pale Ale,,,3%,8%
INV2355736,10/01/2019,04/12/2019,PRD56639888,Bud Dry Beer,,,3%,8%
INV6479137,06/09/2019,04/11/2019,PRD9034906,Coney Island Overpass IPA Beer,,,7%,4%
INV7398979,01/09/2019,14/06/2019,PRD82282073,Bud Light Beer,,,7%,5%
INV2875519,20/03/2020,12/04/2019,PRD48142611,Craft A Brew Oktoberfest Ale Beer Recipe Kit,,,5%,9%
INV5886190,17/02/2020,29/03/2020,PRD59249294,Bud Light Beer,,,5%,6%
INV6877764,03/03/2019,01/08/2019,PRD58938480,Molson Golden Beer 18-12 fl. oz. Cans,,,2%,2%
INV4897367,23/01/2020,01/04/2020,PRD40684629,SpikedSeltzer Cape Cod Cranberry Beer 6-12 fl. oz. Bottles,,,3%,3%
